"user_id","average_useful","total_useful","extreme_ratings","extreme_ratings_ratio","average_word_count","fans","average_stars","elite","review_count","compliments"
"b'U8-8DQrPeDkHyKehJLzg1g'",0,0,1,1,219,0,5,0,3,0
"b'U87AQ8wcoCfNwrdmwlJtLg'",0,0,1,1,38,0,3.67,0,4,0
"b'U8GW5XxE9M1aLJMUQ1i8Qg'",0.4,2,4,0.8,33.8,0,4.71,0,7,1
"b'U8JLRO3KFKgdik-7xwZJhQ'",4.5,9,1,0.5,227,8,3.78,1,59,132
"b'U8eTTrw_qwX5kElUTMtR7w'",1,1,1,1,463,0,5,0,1,0
"b'U8fql8AbeopXfuZ736WHwg'",0,0,1,1,96,0,1,0,1,0
"b'U8sFGYwhd_Vr8li688ptfQ'",2,2,0,0,323,1,4.33,0,26,8
"b'U9-qGgadVvRvG5BYJAPMrQ'",0.4,4,2,0.2,145.6,0,3.63,0,16,1
"b'U9kABqCNOm8KzDZ1dzgoQQ'",1,1,1,1,233,0,1,0,1,0
"b'U9nW2uOp6Xwyo9mfTp6vjQ'",0,0,1,1,151,0,1,0,2,0
"b'U9rrDN94bFeyHfAf_Ni6KA'",0,0,1,1,41,0,5,0,1,0
"b'U9wdi3oGZIKE4aun-3ODfQ'",0,0,1,1,97,0,1.83,0,6,0
"b'U9yWtQO_0LPjtaU9jN0JsA'",1.33333333333333,4,3,1,105.666666666667,133,3.56,1,233,419
"b'U9zZjVLZLYInN6rZb-1UbA'",1,1,1,1,100,0,1,0,1,0
"b'UA4uZDJidB0jbAnVuYt25g'",2,2,0,0,195,0,3,0,19,0
"b'UA99n709ya6lRZPT2bQH8Q'",2.25,9,0,0,156.25,9,3.58,1,106,46
"b'UAHMyMc1ackEePFGlTEh9A'",3.5,7,0,0,151,2,3.33,0,17,5
"b'UAIhVDt-PIBJgW-1Q9b1hA'",1,2,2,1,107,0,2,0,4,0
"b'UAJ65xX2VFkUWXQ5wEZwVQ'",1,4,1,0.25,380.75,0,2.4,0,5,0
"b'UAQ4lUAoiBrW-_n3MVFbow'",0,0,1,1,80,0,1.5,0,4,0
"b'UAU4q9TPoZShhlfWkx6Z7Q'",0,0,1,1,19,0,3.6,0,5,0
"b'UAWVnp1mXpRYSNj3gbN6nQ'",1,1,1,1,69,0,5,0,1,1
"b'UAYUPnYPAUEf4aSYg1K10w'",0,0,1,1,342,0,1,0,1,0
"b'UAu6ZtdR6uM6ctevtL_tTA'",0.9,9,6,0.6,218.1,0,3.83,0,12,2
"b'UAz_XL8U7e8xJ49QunVzzQ'",2,4,1,0.5,75.5,0,4.67,0,3,0
"b'UB0izJT0vBmH-PaooCKxZw'",1,2,1,0.5,107,0,2.5,0,3,0
"b'UBJyvq29CsaAqYI8vloS-g'",1.5868544600939,338,64,0.300469483568075,155.253521126761,16,3.84,1,262,136
"b'UBg91-fbJ8YTExUxlK1PbQ'",0.2,1,4,0.8,71.6,6,4.18,1,182,20
"b'UBq210QhJyNwDg4fKcNC-g'",0,0,1,1,34,0,3.75,0,8,3
"b'UByCy7oxeiqFKOLmGUVm3g'",0,0,0,0,45,8,3.88,0,438,13
"b'UBzC355zf7XldgXwU6lItw'",0,0,2,0.4,43.8,0,3.6,0,5,2
"b'UCA29TilTl6nMq7_a8D_8g'",0,0,2,1,58.5,0,3,0,2,1
"b'UCErmueqXLzJ2y7bJfDPvw'",1,1,1,1,47,0,4.61,0,23,1
"b'UCLsRB31RH27Tz9eOzzW5Q'",0,0,1,1,309,0,5,0,2,0
"b'UCe-7QNr58Br92x7TikIjA'",0.8,12,7,0.466666666666667,78.6,0,3.88,0,15,2
"b'UClQUoVv9pQvIATLcIE_Ng'",5,5,1,1,116,3,3.29,1,66,21
"b'UCml2Hq9DDsQZi2Vvr6l7w'",1,1,0,0,44,0,3.92,0,13,0
"b'UCsZG36cCBBXztP30KjV2g'",1,1,1,1,46,0,1,0,1,0
"b'UD6hVFxegEdFbhpTK-m_cg'",0,0,1,1,79,0,5,0,1,0
"b'UDWhl8G-ml4hfG_GIoDciw'",0,0,1,0.5,184,0,3.5,0,2,0
"b'UDg5-x5iNx_1ZLoBaPFF3Q'",0,0,2,1,55,0,5,0,4,6
"b'UEAgg9J7c4JNBVLf64kkug'",0,0,1,1,34,0,4.5,0,2,0
"b'UEC2HFo0gYaDC8pybgrBrQ'",0,0,1,1,73,0,5,0,2,0
"b'UEGzHgcD2lDXOHmPkaz8NQ'",0,0,1,1,96,0,5,0,1,0
"b'UEUitK8RrEI3esNZAhTNxg'",0,0,1,1,25,0,5,0,1,0
"b'UEdv6JX1b0wbV3G1r1w07Q'",0.5,1,1,0.5,36.5,0,1.5,0,2,0
"b'UEiOsXdB-z9MqhLL2AOprA'",0.25,1,4,1,32.25,0,4.94,0,17,0
"b'UFQkDcMsqNFbDccpaoXI6A'",6,6,1,1,200,0,3.05,0,34,0
"b'UFQsWCCrkuKt9iu0_aJsMA'",1,1,1,1,38,0,4.68,0,39,5
"b'UFWjJVea4NnmxzUTMss27A'",2,2,1,1,85,0,1,0,1,1
"b'UFYJRjQVbLA9QeRLUO5yvg'",0.5,1,2,1,40,0,1,0,2,0
"b'UFbTSnBEb4m__A1G91plYQ'",0,0,0,0,27,0,3.5,0,6,0
"b'UFvIjPzEemdFjOHtY_pFjQ'",0.333333333333333,1,3,1,83,0,2.5,0,7,0
"b'UFyMwyKMGpw-8szwuz0nZQ'",0,0,0,0,123,0,3,0,1,0
"b'UGGq_SGPoKsPp3WpdfNqSA'",3.5,7,1,0.5,472.5,0,2,0,2,0
"b'UGQ1qG6ZKxbG_SPoJFCIqQ'",0,0,1,1,157,6,3.94,0,70,18
"b'UGwtj6u9WU7WywE3eMG6bg'",0,0,1,0.5,39.5,1,4.43,0,7,0
"b'UGzY0UtESqJdSbdv3vfbSg'",0.5,1,2,1,128.5,0,2.33,0,3,0
"b'UHFxkvoniMH3BZveNmNJTw'",0.846153846153846,11,10,0.769230769230769,27.3846153846154,1,3.91,0,21,0
"b'UHIP3Q35RioXPkThIXfsIw'",0.571428571428572,4,5,0.714285714285714,50.4285714285714,0,4.6,0,10,3
"b'UHMAIftkJ5-1j2go8ILCtQ'",3,99,12,0.363636363636364,151.30303030303,4,3.82,0,47,24
"b'UHQFIoUKo-X6YqdA3nRaHg'",1,2,2,1,48.5,0,3.93,0,14,0
"b'UHR7QLN0R2ca2RdaNgIptA'",1.25,5,1,0.25,66.5,0,4.33,0,9,3
"b'UIZtEN5W1toJOtueRxlpMA'",0,0,7,0.777777777777778,66.8888888888889,0,3.57,0,12,3
"b'UIfgaD0v9LP6Y9SAAOeo4w'",0,0,1,1,56,0,3,0,2,2
"b'UImNe8PX_X-ocIisYKhBTw'",3,3,0,0,212,0,4.21,0,43,3
"b'UIsnjxH08G4NxTqCOgr7xQ'",0,0,1,1,26,0,3,0,2,0
"b'UIuvWfrBDPg8ItX2MOmEEA'",0.5,1,1,0.5,131,0,1.5,0,2,0
"b'UIxjAIpoc_7lGqxtj5WhTQ'",17,34,2,1,474,0,2,0,3,0
"b'UJ2mp5ioQxWoWCF9CLh6ZA'",0,0,1,1,21,0,5,0,1,0
"b'UJL-Lxc8sklmqPvINSMO3w'",3,3,1,1,199,0,1,0,1,0
"b'UJZCDAq1CtTl2AlxPjzHXg'",1,1,1,1,275,0,1,0,1,0
"b'UJzSfl2r3vSVjq0nUULeUw'",1,1,1,1,157,0,1,0,1,0
"b'UK8R1vPKKwSf8FFEzS4hzQ'",1,2,1,0.5,30,0,3.54,0,13,0
"b'UK9oRcGk1d7WeX2SdPw9eA'",3.3,33,5,0.5,109.8,0,3.27,0,11,1
"b'UKp8Xmc7sg8mAYlq5N2lVA'",1,1,1,1,50,0,5,0,1,0
"b'UKqKjdX9Oy77M4OF0cvQtw'",0,0,1,0.5,17.5,0,4.67,0,3,0
"b'UKyrbUldKT5QNrcczwf_xw'",1.07142857142857,30,17,0.607142857142857,67.3571428571429,1,3.95,0,35,6
"b'ULCDEbwOvQwax-ZASiHmXQ'",0,0,2,1,382,0,4,0,4,2
"b'ULYOy7tKUCWZwu0W0zsD8A'",0,0,1,1,43,0,3.67,0,3,0
"b'ULZuV7GYOZAq2MVMkze_aQ'",0,0,1,1,13,0,4.5,0,2,0
"b'UMHKzgNfM_v4ALs4itAv8g'",5,5,0,0,439,0,1.5,0,2,0
"b'UMTYAiSzzv-3Z3JrnHbAbg'",0,0,4,0.666666666666667,100.5,0,2.71,0,6,1
"b'UManago1707Kb84MAiNXpg'",0,0,1,1,29,0,5,0,1,0
"b'UMrc1X7LnasmkAB70MGgsw'",0.857142857142857,6,7,1,245.285714285714,0,2.45,0,6,0
"b'UMyXj9pFge_jRv1AO9Vppg'",1.5,3,2,1,65,0,1,0,3,0
"b'UNBpHivdOv3Xm0IHOmq5gQ'",0,0,0,0,26,0,4.5,0,2,0
"b'UNPnMQZyMAiDGtQZraZvzQ'",0,0,1,1,85,0,5,0,1,0
"b'UNR25oWj7GOq6qV6AK-x8g'",0.75,3,2,0.5,56.5,0,4.15,0,20,3
"b'UNUt-Z6_5pfJlxFFEkU3tw'",1,1,1,1,25,0,1,0,1,0
"b'UNncD1ULjH6_U_aCul_GxQ'",0,0,1,1,51,0,5,0,1,0
"b'UNsHiqdYfZoXX2maEvDGmA'",1.25,10,5,0.625,78.625,0,4.64,0,10,0
"b'UNzlH1fqLiv5bs8fZMEBIQ'",0,0,0,0,196,0,4,0,1,0
"b'UO8DhN_AJKbp2KtkHeGf6g'",2,4,1,0.5,196.5,0,4.33,0,3,1
"b'UOANzOTkLlb4qD2qZCsTWA'",0,0,3,1,32.3333333333333,0,4.2,0,5,1
"b'UOHIq3vJ945MlWpq1OQSbA'",1,1,1,1,84,0,1,0,1,0
"b'UOKJ0UAaJx_WY56HdiKWww'",0,0,1,1,17,0,4.67,0,3,0
"b'UOTgawug1pjZRiT-T8YhvQ'",2,2,1,1,362,0,3,0,4,0
"b'UOa_IhdDyBlyfD70ZFss5Q'",0,0,0,0,60,0,4,0,1,0
"b'UOdJ274CMT06mtUnUGo1Kw'",0,0,0,0,22,1,4.2,0,5,0
"b'UOuowea9QatA5ZDZGJzirw'",0,0,1,1,51,0,3,0,1,0
"b'UP9mrykVCjs_MvmpKMEiLQ'",0,0,0,0,93.4,0,3.4,0,10,0
"b'UPNAqy-0zjEZP8kJvZT4tA'",0,0,1,1,27,0,5,0,2,0
"b'UPYwdDsneQMeeaB6k5GAJA'",0.5,1,2,1,116.5,0,3,0,2,0
"b'UPdVKZ5eXRjVDsYXH44mOQ'",10.3157894736842,196,18,0.947368421052632,212.736842105263,2,3.79,1,33,39
"b'UPjhClomXPGqXAfGhcoKpg'",1,1,1,1,45,0,4.06,0,17,8
"b'UPkYERQ8rAoGtXRr9zrfbQ'",1.7,17,6,0.6,128.5,2,4.64,0,11,14
"b'UPuggmCQXJH0SbnPbqGmvg'",0,0,1,1,136,2,4.71,1,73,16
"b'UQ6ThI4ygCNT0H-7wp2h_Q'",1,1,1,1,76,0,4.4,0,29,4
"b'UQ7fI4MKTxgwmbytGk9XOA'",1.8,9,5,1,159,2,2.6,0,5,1
"b'UQJX6GUFSzisHe7Axm5Dug'",0.8,4,2,0.4,107.8,1,3.64,0,61,15
"b'UQKKXAAahUWoJ8qAGiQcJg'",3,3,1,1,160,1,5,0,2,0
"b'UQQZTNZMiuRUofZ9sTk10A'",0.615384615384615,16,16,0.615384615384615,75.7692307692308,1,4.22,0,27,8
"b'UQbx9E9XfVSxIYrA56D2Zg'",4,4,0,0,209,0,3.5,0,2,1
"b'UQmpzBH66mW-C6xL3FEtZg'",0.6,3,0,0,53.6,0,3.2,0,5,0
"b'UQpwB0Is7VjNKiMVOF1EUg'",0.5,1,1,0.5,38.5,0,3,0,3,0
"b'UQrfgWOc-wsi5al8VpahEw'",2,2,1,1,217,0,3.67,0,3,0
"b'UR0owFKc0XyU7sPAbz318Q'",10.6666666666667,64,4,0.666666666666667,231.166666666667,0,2.08,0,8,3
"b'UREkR2xYZo0DUoVPMlf5wQ'",0,0,2,0.666666666666667,66.3333333333333,11,3.49,1,465,26
"b'URM0FZcD9rUoSVZchoXjdA'",0,0,1,1,24,0,5,0,3,0
"b'URRNyXlcXrJMKKfalPjBrw'",4,8,2,1,129,2,4,0,5,6
"b'URf1TPoo6w6xlI1mjJvfTw'",0.166666666666667,1,4,0.666666666666667,67.1666666666667,0,4.5,0,10,0
"b'URk5q1phwA-HLM_pmJUoVA'",0.333333333333333,1,2,0.666666666666667,29.3333333333333,0,1.5,0,4,0
"b'URnRJA5M-4fk7voAbLOGjA'",1,1,1,1,21,0,1,0,1,0
"b'URqY77_1tzqEx4b6szPifQ'",1.8,27,8,0.533333333333333,87.0666666666667,0,4.14,0,19,7
"b'URzq5iKRHqBcA1I28j24ow'",0,0,2,1,39,0,5,0,2,0
"b'US5LlUF3C1hVeSN35BUteQ'",0,0,1,1,71,0,5,0,1,0
"b'US7_Ir8SbBzxEAr5AhqGjA'",0.393939393939394,13,19,0.575757575757576,126.151515151515,2,4.45,1,60,34
"b'USfXicIvBlOKB23ezM4ZSA'",1,1,1,1,21,0,1,0,1,0
"b'UShT2nw-l1gD1fOXgOt53Q'",1,2,2,1,159.5,0,1,0,2,0
"b'USt9EmuL1DSNJthEaN4B4w'",1,1,0,0,102,0,2.5,0,2,0
"b'UT5eFrAeqoqYXzKU_99WSQ'",2,2,1,1,65,0,1,0,1,0
"b'UT6mHsCOXb6QkS0XvFrkXw'",0,0,2,1,40.5,0,5,0,3,0
"b'UTHcImq_6-MWMpejEhJlOQ'",0,0,1,1,25,0,5,0,2,0
"b'UTIpCz_K52kQ3Udz2O8IFw'",0.636363636363636,7,8,0.727272727272727,90.1818181818182,0,4.06,0,17,3
"b'UTXhvELVw2TuEK4-QjQRKw'",1,5,1,0.2,126.6,0,4.3,0,7,0
"b'UTj836z9PezBpoC03Ivjfw'",0,0,2,1,38.5,0,5,0,2,0
"b'UTuuwNKucHjumorprVJFVA'",8,8,1,1,320,0,1,0,1,0
"b'UUCXpYnIM_InAKe0R4cXAg'",0,0,1,1,426,0,5,0,2,0
"b'UUFXA8lIpTo8g5VlANO_pA'",0,0,1,0.333333333333333,65.3333333333333,0,4,0,3,0
"b'UUpU-WGyT--zpNUznMz86Q'",0,0,1,1,29,0,5,0,1,0
"b'UUqA5Z_MSgQWXiBFHP0JJQ'",0.75,3,3,0.75,149.5,0,4.17,0,6,1
"b'UUqrEaj5Xhjm8AXEyJ6KQw'",0,0,0,0,22,0,4,0,1,0
"b'UUtZ_Cqy0DhEl3TZAhOA6g'",0,0,1,1,25,0,4.5,0,10,0
"b'UV000ImwJ_BDRBLubxUtOg'",1.25,5,2,0.5,55,1,3.96,1,47,11
"b'UV9UbLKT7JBTbWbdxRpyiQ'",0,0,0,0,56,0,2.5,0,2,0
"b'UVbwc6hIVypeJ1m3M4rjDw'",0,0,1,1,105,0,1,0,1,0
"b'UVcBRhV7Uo6euenOOdY40w'",0,0,1,0.5,279.5,0,2.5,0,2,0
"b'UWAH14MX5z8PTdA1hMLKVQ'",1,1,1,1,122,0,1,0,1,0
"b'UWKF1vqmq07l_WG0Pfb9Rg'",0,0,0,0,36,0,2,0,1,0
"b'UWYe6NHXx-Kp9OBETiHcig'",1,2,2,1,93,0,4.58,0,30,1
"b'UWrJp39rBcVv9_JeibR1ew'",0,0,0,0,62,0,2.5,0,2,0
"b'UWsC_xjqTwLipPbjMqKoqA'",2,4,2,1,40.5,0,5,0,3,0
"b'UXDw1FbLpboJqHFG58ktiQ'",0.5,1,1,0.5,58,0,3.14,0,19,1
"b'UXR1XjS-M4ywKQ_KyaqnjA'",0,0,1,1,140,0,1,0,1,0
"b'UXTHLxzwfVInxIEsieEVMg'",1,2,0,0,232,0,2.67,0,3,1
"b'UXWLYNJPGSIBlGqaF6eu2A'",0,0,1,1,18,0,5,0,3,0
"b'UYC5W6VkgiwFafZ0q6GPPA'",3,3,1,1,115,0,3.67,0,3,0
"b'UYDqS_ZSYKpoxLfYl_W5rg'",0,0,0,0,35,0,4.5,0,2,0
"b'UYG-HZht1fSqFGdJqlC90g'",0,0,1,1,152,0,3.6,0,5,0
"b'UYcXHZljD2csiwcblUiCcg'",0,0,0,0,82.5,0,4.18,0,32,1
"b'UYd_WuZFCrUudIIIfFQqBw'",0,0,1,1,92,0,1,0,1,0
"b'UYxTUYBb-DoeWP1PXDU2Mw'",0.307692307692308,4,0,0,139.692307692308,0,2.89,0,17,1
"b'UZ-rhZ0MsoidaX6KcGKCPw'",1,1,1,1,43,0,1,0,1,0
"b'UZ8jFmOc4P2yCl-hQ1nfOQ'",2.3,23,7,0.7,376.3,0,3.64,0,11,3
"b'UZDslKJ1_vlkJh5u3OamPA'",1.33333333333333,4,2,0.666666666666667,40,1,4.25,0,4,0
"b'UZLQwMzmW6mIiS9Tjk5cRw'",0,0,0,0,37,0,2,0,1,0
"b'UZN_8MDHBlZQWooqygga7g'",3.25,13,4,1,151.25,0,3.67,0,5,1
"b'UZPycrVJ2eOXfcuYC0D4cQ'",0.931034482758621,54,13,0.224137931034483,70.9310344827586,7,3.74,0,86,6
"b'UZVkukhjIP7O7LGDvIzhiw'",0,0,1,1,27,0,5,0,2,0
"b'UZcehMdE1Jz8Xr__doqMYw'",0,0,1,1,129,0,1,0,1,0
"b'U_2x4oW3TLo-Qi5DiHNzRw'",2,2,1,1,134,0,1,0,1,0
"b'U_RrIZOkA6LpIxPV0ysZ0w'",2,2,0,0,235,0,3.5,0,2,1
"b'U_ZN8dThu1CD9060tpBieQ'",0,0,0,0,21,0,2.5,0,2,1
"b'U_b20JS7-zn8qs7pZOR-7A'",0,0,1,1,62,0,1,0,1,0
"b'U_fgxWy_OQ2EhhiGOqKYtg'",0.333333333333333,1,1,0.333333333333333,36,0,3.2,0,5,0
"b'U_wNJi4yjL9KKjaKVJvFWw'",0.25,1,3,0.75,85,0,4,0,5,0
"b'Ua0PkmbtQFLMaayaDpcJ0A'",1,1,1,1,85,0,1.25,0,3,0
"b'UaZk363qF_jAdpKI_L52Tw'",9.5,19,2,1,75,0,3,0,2,0
"b'Ua_dH2Px7VibeDr8GA1u2A'",0,0,1,0.5,42,0,3.5,0,2,0
"b'Uady8HeAthbcmDm9xQsj1Q'",0,0,0,0,107,0,2.33,0,3,0
"b'Uaik2YjuMDBoJyHixl3AZA'",1.8,9,1,0.2,94,1,4.11,0,9,5
"b'UajLAdOWm21mz_Z0vhu8Rg'",0,0,4,0.8,34.4,0,3.7,0,10,0
"b'UarMLzB-Ei1HH4NrW-v42g'",0.461538461538462,6,7,0.538461538461538,98,2,4.23,0,39,10
"b'Ub3O-tzFnZqoyHjpSB_DkQ'",0.352941176470588,6,4,0.235294117647059,61.0588235294118,1,3.58,0,33,2
"b'Ub8cniUUCYCRERRhKdMaCA'",0,0,2,1,30,0,1,0,2,0
"b'UbKEHoP8MdPlnXFRjxn7IA'",0,0,1,0.5,108.5,0,3.86,0,6,0
"b'Ubg08Rwg01LG3D29Oi3VdQ'",1,1,1,1,109,1,5,0,1,1
"b'UbhzDM7i6vUClzhE4_n_gQ'",0,0,0,0,50,0,4,0,1,0
"b'UbwuTJ5hOBJGMJRxn17K2g'",2,2,1,1,37,0,4.8,0,4,0
"b'Uc5b478Grj8Z1xSZB1D0WA'",0,0,1,1,59,0,4.46,0,50,1
"b'UcKvNUsvQkvTsZHEzDrYbQ'",1,1,1,1,22,0,1,0,1,0
"b'UclZSM8sZQP8e0IK_88hDg'",0,0,1,1,138,0,5,0,3,0
"b'Ucw1n9Asr8rJqH5Ui_ejpQ'",0,0,1,1,164,0,5,0,1,0
"b'UdPdxUp1Nk2Kpm31MUJnSg'",0.75,3,3,0.75,69.5,0,4.17,0,12,0
"b'UdRikpq9VGswLUgHXJc0tA'",0.857142857142857,6,2,0.285714285714286,100.571428571429,0,3.55,0,20,3
"b'Udky3eiohJAoj2Cijl6fdg'",0.736842105263158,14,9,0.473684210526316,76.6315789473684,0,2.79,0,30,1
"b'UdyLooUyUHReO6jQWlC-KA'",0,0,1,1,47,0,5,0,1,0
"b'Ue6l0YZR0afs9h3X9BFOQw'",0,0,2,1,69,0,5,0,2,0
"b'UeBbM5-G9dHs30h8AjqRXg'",1,1,1,1,120,0,1.5,0,7,2
"b'UeCq2eHOR0X59x7aTWNXrQ'",0.333333333333333,1,3,1,131,0,2.33,0,2,0
"b'UeIT1hjTw68y5HD-jWr8Lw'",4.45454545454546,49,7,0.636363636363636,117.818181818182,1,3.26,0,21,3
"b'UeZFt4Eq8hLYujiOkMhSGA'",0,0,1,1,28,0,3.75,0,11,0
"b'Uecwxmf-gt4CE8QPMR_tjA'",0.333333333333333,1,2,0.666666666666667,51.3333333333333,0,2.75,0,4,2
"b'Ueew8li7qU1fTELWzz8unQ'",0.5,1,2,1,24,0,5,0,2,0
"b'UewPr9kJscuuLl26WSe91A'",0,0,1,1,146,0,1,0,1,0
"b'Uf4lRAbETit1tCMZXLlAuQ'",0,0,1,1,110,0,3,0,3,0
"b'UfOAJpDfpa_K7orTzPIrwA'",0,0,1,1,64,0,5,0,1,0
"b'UfU9QvUJnrDeg_K5bUHKzg'",1,2,2,1,135.5,1,2.71,0,30,1
"b'UfXCmF6RWUTlTe8DtcALFA'",2,4,2,1,90.5,0,5,0,2,0
"b'UfpKvzZ1i_Vvue0bwJfepw'",0,0,1,1,91,0,1,0,1,0
"b'Ug-LDocy4K5BXSWCeSiUwA'",1.7,68,36,0.9,145.25,16,4.62,1,63,141
"b'UgDtHUF7CJxLiaIM00YAUw'",1,1,1,1,293,0,1,0,1,0
"b'UgHtgv6u47O3x3j_-Rih0Q'",1,1,1,1,47,0,1,0,1,0
"b'UgMMZYZ9BK-EJgztcSd40A'",0,0,1,1,94,0,1,0,1,0
"b'UgVk_1KlNHr7LWpSq_9-nQ'",4,4,0,0,354,0,3,0,6,1
"b'UgWvxLS9xFvOxLILqxez2Q'",1.28571428571429,9,4,0.571428571428571,68.4285714285714,12,3.97,1,340,100
"b'UgahWho8VNrEoTqrseiipg'",1,2,2,1,56.5,0,1,0,2,0
"b'UgfL1WKitI9HTsktuNWPWw'",1,1,1,1,49,0,5,0,2,0
"b'UgnU5tCGrlXAaisGx6HKVw'",2.14285714285714,15,3,0.428571428571429,301.714285714286,0,3.22,0,9,1
"b'UgxEjNuYH5YPBLOBVe0z9A'",0,0,0,0,17,0,4.49,0,43,6
"b'Uh0Ysg-NS_UtomsIHB_hnQ'",0,0,2,1,40.5,0,3,0,2,0
"b'Uhp5DuL6v7mUd6GNXZj1pg'",0,0,1,0.333333333333333,60,0,4.33,0,3,0
"b'UhxZiZWJjPVVyQvW2kab0g'",0,0,0,0,74,0,4,0,2,0
"b'UhyXJgDM6cfJbjt4JeKQ-g'",0,0,1,1,141,0,1,0,1,0
"b'Ui0NjbCcVZZkws_1sVJ4EQ'",0,0,1,1,154,0,1,0,1,0
"b'Ui4jQiPWfG8jEqpwN1lH3w'",0,0,1,1,191,0,1,0,1,0
"b'UioseHBXdJhHgjyJdIbCrQ'",0,0,1,1,45,0,5,0,1,0
"b'UitIT2wV-Zu_-hHN9_T3lA'",0,0,1,1,50,2,3.2,0,5,1
"b'Uiutbd8mmAM5H-OUxzPvhQ'",0,0,1,1,130,0,1,0,1,0
"b'UjCo9TYdQxRp1xe6shaLBA'",0,0,1,0.5,41,0,4,0,2,0
"b'UjIlA70WGQKr01lSBHA4sg'",0,0,1,1,24,0,4,0,30,0
"b'UjPKcHvnYYN4WeIK9T1qxA'",0,0,1,1,71,1,4.25,0,47,4
"b'UjX8WlT2XBlf-vQRpA5-BA'",0,0,0,0,27,0,4,0,8,0
"b'UjarL57mtlTP0bRM1t5_cg'",1.5,3,1,0.5,28,0,4,0,2,1
"b'Ujd__daxxhriHVX7rK3cjA'",0.5,2,3,0.75,148.25,0,3.89,0,9,2
"b'UjplJhc8awWkVIvOv__mtQ'",0,0,1,1,26,0,1,0,1,0
"b'UkO3Igr8bG350m6tu_glbg'",3,3,1,1,95,0,3.5,0,8,0
"b'UkUIX4-CVaGMDXpQsRCU-w'",0,0,0,0,46,0,2,0,1,0
"b'Ukhn8J22_kaaUql1hf4riw'",0,0,0,0,37,0,4.75,0,4,1
"b'UkqEaFLJs9S7YH6RfxT1nA'",0,0,1,1,74,0,1,0,1,0
"b'UkxEjIflCHIljivUXoNXrA'",0,0,1,1,32,0,4.44,0,9,0
"b'Ul9_VkzV1Xw_lcFt0gxQ7w'",0,0,0,0,215,0,4,0,1,0
"b'UlZkbXgkvPW_VMwkM4Rayg'",1,1,1,1,87,0,5,0,2,0
"b'UlcOszhCbAvZ9FL3Iidhsw'",0,0,1,1,164,0,1,0,1,0
"b'UlfKaS9OyQeKvSBVrgIILA'",0,0,1,1,36,0,1,0,1,0
"b'Ulpw75JTKCko-aVHBHgJrQ'",0,0,1,0.333333333333333,119.333333333333,0,2.44,0,8,0
"b'UlqQLQSPnjTl9lEDcG_O3A'",0,0,1,0.5,76,0,4.5,0,2,0
"b'UltgrWBgI6PDCuqDXqdytw'",1,1,1,1,81,0,5,0,1,0
"b'Um2iec4NKMXVpJEME3PfKg'",2.25,9,1,0.25,84,2,3.47,0,36,10
"b'Um2qJ_jtH3Qac3Qdd3I2Ag'",0,0,0,0,106,0,4,0,1,0
"b'Um6WpcdFsIRVmk2bpbB4NQ'",0,0,4,0.571428571428571,62.7142857142857,0,4.33,0,9,0
"b'UmCPw852aSM8SuC9Vn3DGw'",0,0,0,0,37,0,1.67,0,3,2
"b'UmFYj7RdiaVjcHbPbap3dw'",0,0,1,1,29,0,3.67,0,11,0
"b'UmfF2QtZ2GrLjO16k4JxPg'",0,0,1,1,151,0,1,0,2,0
"b'Umr-7bEOc_x0a-UsyFAeYA'",1,1,1,1,73,0,1,0,1,0
"b'UmrHI8QdQVEbuhZwmmXMmw'",0,0,1,1,53,0,3.67,0,3,0
"b'UmuFr7FlfNMoaVlqgnIVsg'",0.5,1,1,0.5,53,0,3,0,7,0
"b'Un64X9zH_wv2FuSyJg9rpA'",0,0,1,1,73,0,5,0,1,1
"b'UnRG4U1J13svJnttP6Mvbw'",0,0,1,1,41,0,1,0,1,0
"b'UnnpaThBeUhFhox31wv93w'",1,1,0,0,20,0,3.5,0,2,0
"b'UnoVn0CkZNqP33gTJ0dT3A'",0,0,3,0.75,48,0,4.8,0,4,0
"b'UnrY1WD_CJmdlVnWhveydQ'",0,0,0,0,144,0,3,0,6,0
"b'UoFP3aCKRQlpXKR6t96akg'",0,0,0,0,139,0,4,0,1,0
"b'UoZIiwU93Yy-iu1b7W5QJA'",0,0,1,1,39,0,1,0,1,0
"b'UoxNiVQfsYEJpWz4r_RZTQ'",0.5,2,1,0.25,225.5,0,3,0,6,2
"b'UppbphdbCYk1_8ZyB_fhew'",2,4,0,0,104.5,0,4,0,12,3
"b'UpxpRB2xYsHXDaDsdX36cg'",2.6,13,2,0.4,113.6,1,4.43,0,14,3
"b'Uq9keSiu6Fxrat2U-yDIzg'",0,0,0,0,28,0,3,0,1,0
"b'UqSE1ScgawfakiPvn_Ndrw'",0,0,0,0,144,0,1.5,0,2,0
"b'UqVnFtX7ORbDhMW6Pd77Jw'",3.4375,275,22,0.275,119.575,4,3.92,1,149,93
"b'UqWhM07ES0MAPd5yExtGig'",1,4,1,0.25,148.5,0,3.5,0,4,3
"b'UqonIJmYIPa7gPn7F6WejA'",0.5,1,1,0.5,31.5,0,1.5,0,2,0
"b'UqtgVC0mD9QmVRq5xxYDMg'",0,0,1,1,134,0,5,0,3,0
"b'Ur2CVNE6SsvqM9zHQRXgVA'",0.25,1,4,1,23.5,0,2,0,4,0
"b'UrV7nMRFiSKl9kVCHANplA'",0,0,1,1,69,0,3.5,0,1,0
